sepal_length,sepal_width,petal_length,petal_width,target
-0.665845120943945,1.6370713643968553,-1.3264497298282691,-1.3413503363541273,0
-1.0538752461452037,0.651009291250074,-1.3854030511539699,-1.3413503363541273,0
1.5329922551965225,0.40449377296337974,0.5600565525941582,0.27395777187727344,1
0.756932004794005,0.40449377296337974,0.4421499099427564,0.40856678089655696,1
1.4036488801294367,0.15797825467668442,0.6779631952455599,0.40856678089655696,1
-0.40715837080977213,-1.8141458916168771,0.14738330331425212,0.13934876285799022,1
0.886275379861091,-0.5815683001834016,0.501103231268457,0.40856678089655696,1
-0.1484716206755993,-0.5815683001834016,0.4421499099427564,0.13934876285799022,1
0.6275886297269181,0.651009291250074,0.5600565525941582,0.5431757899158405,1
-1.1832186212122895,-1.5676303733301817,-0.2652899459656539,-0.26447826419986004,1
1.0156187549281768,-0.33505278189670623,0.501103231268457,0.13934876285799022,1
-0.7951884960110308,-0.8280838184700958,0.08842998198855122,0.27395777187727344,1
-1.0538752461452037,-2.553692446476962,-0.14738330331425212,-0.26447826419986004,1
0.11021512945857354,-0.08853726361001092,0.2652899459656539,0.40856678089655696,1
0.23955850452565938,-2.060661409903571,0.14738330331425212,-0.26447826419986004,1
0.36890187959274523,-0.33505278189670623,0.5600565525941582,0.27395777187727344,1
-0.2778149957426863,-0.33505278189670623,-0.08842998198855122,0.13934876285799022,1
1.1449621299952637,0.15797825467668442,0.38319658861705574,0.27395777187727344,1
-0.2778149957426863,-0.08853726361001092,0.4421499099427564,0.40856678089655696,1
-0.019128245608513457,-0.8280838184700958,0.20633662463995275,-0.26447826419986004,1
0.4982452546598322,-2.060661409903571,0.4421499099427564,0.40856678089655696,1
-0.2778149957426863,-1.3211148550434864,0.08842998198855122,-0.12986925518057651,1
0.11021512945857354,0.40449377296337974,0.6190098739198588,0.8123938079544072,1
0.36890187959274523,-0.5815683001834016,0.14738330331425212,0.13934876285799022,1
0.6275886297269181,-1.3211148550434864,0.6779631952455599,0.40856678089655696,1
0.36890187959274523,-0.5815683001834016,0.5600565525941582,0.004739753838706708,1
0.756932004794005,-0.33505278189670623,0.32424326729135455,0.13934876285799022,1
1.0156187549281768,-0.08853726361001092,0.38319658861705574,0.27395777187727344,1
1.2743055050623495,-0.5815683001834016,0.6190098739198588,0.27395777187727344,1
1.1449621299952637,-0.08853726361001092,0.7369165165712606,0.6777847989351237,1
0.23955850452565938,-0.33505278189670623,0.4421499099427564,0.40856678089655696,1
-0.1484716206755993,-1.0745993367567912,-0.14738330331425212,-0.26447826419986004,1
-0.40715837080977213,-1.5676303733301817,0.029476660662850318,-0.12986925518057651,1
-0.40715837080977213,-1.5676303733301817,-0.029476660662850318,-0.26447826419986004,1
-0.019128245608513457,-0.8280838184700958,0.08842998198855122,0.004739753838706708,1
0.23955850452565938,-0.8280838184700958,0.7958698378969612,0.5431757899158405,1
-0.536501745876858,-0.08853726361001092,0.4421499099427564,0.40856678089655696,1
0.23955850452565938,0.8975248095367693,0.4421499099427564,0.5431757899158405,1
1.1449621299952637,0.15797825467668442,0.5600565525941582,0.40856678089655696,1
0.6275886297269181,-1.8141458916168771,0.38319658861705574,0.13934876285799022,1
-0.2778149957426863,-0.08853726361001092,0.20633662463995275,0.13934876285799022,1
-0.40715837080977213,-1.3211148550434864,0.14738330331425212,0.13934876285799022,1
-0.40715837080977213,-1.0745993367567912,0.38319658861705574,0.004739753838706708,1
0.36890187959274523,-0.08853726361001092,0.501103231268457,0.27395777187727344,1
-0.019128245608513457,-1.0745993367567912,0.14738330331425212,0.004739753838706708,1
-1.0538752461452037,-1.8141458916168771,-0.2652899459656539,-0.26447826419986004,1
-0.2778149957426863,-0.8280838184700958,0.2652899459656539,0.13934876285799022,1
-0.1484716206755993,-0.08853726361001092,0.2652899459656539,0.004739753838706708,1
-0.1484716206755993,-0.33505278189670623,0.2652899459656539,0.13934876285799022,1
0.4982452546598322,-0.33505278189670623,0.32424326729135455,0.13934876285799022,1
-0.9245318710781179,-1.3211148550434864,-0.4421499099427564,-0.12986925518057651,1
-0.1484716206755993,-0.5815683001834016,0.20633662463995275,0.13934876285799022,1
0.6275886297269181,0.651009291250074,1.3264497298282691,1.754656871089391,2
-0.019128245608513457,-0.8280838184700958,0.7958698378969612,0.9470028169736905,2
1.6623356302636083,-0.08853726361001092,1.2674964085025684,1.2162208350122574,2
0.6275886297269181,-0.33505278189670623,1.0906364445254655,0.8123938079544072,2
0.886275379861091,-0.08853726361001092,1.2085430871768672,1.350829844031541,2
2.30905250559904,-0.08853726361001092,1.680169657782474,1.2162208350122574,2
-1.1832186212122895,-1.3211148550434864,0.4421499099427564,0.6777847989351237,2
1.921022380397781,-0.33505278189670623,1.5033096938053716,0.8123938079544072,2
1.1449621299952637,-1.3211148550434864,1.2085430871768672,0.8123938079544072,2
0.886275379861091,0.40449377296337974,0.7958698378969612,1.081611825992974,2
0.756932004794005,-0.8280838184700958,0.913776480548363,0.9470028169736905,2
1.2743055050623495,-0.08853726361001092,1.0316831231997647,1.2162208350122574,2
-0.1484716206755993,-1.3211148550434864,0.7369165165712606,1.081611825992974,2
-0.019128245608513457,-0.5815683001834016,0.7958698378969612,1.6200478620701075,2
0.756932004794005,0.40449377296337974,0.913776480548363,1.485438853050824,2
0.886275379861091,-0.08853726361001092,1.0316831231997647,0.8123938079544072,2
0.23955850452565938,-2.060661409903571,0.7369165165712606,0.40856678089655696,2
1.4036488801294367,0.40449377296337974,1.1495897658511667,1.485438853050824,2
-0.2778149957426863,-0.5815683001834016,0.6779631952455599,1.081611825992974,2
2.438395880666127,-0.5815683001834016,1.739122979108175,1.081611825992974,2
0.6275886297269181,-0.8280838184700958,0.6779631952455599,0.8123938079544072,2
1.1449621299952637,0.651009291250074,1.1495897658511667,1.2162208350122574,2
1.7916790053306952,0.40449377296337974,1.3264497298282691,0.8123938079544072,2
0.4982452546598322,-0.5815683001834016,0.6190098739198588,0.8123938079544072,2
0.36890187959274523,-0.08853726361001092,0.6779631952455599,0.8123938079544072,2
0.756932004794005,-0.5815683001834016,1.0906364445254655,1.2162208350122574,2
1.7916790053306952,-0.08853726361001092,1.2085430871768672,0.5431757899158405,2
2.050365755464868,-0.5815683001834016,1.3854030511539697,0.9470028169736905,2
0.756932004794005,-0.5815683001834016,1.0906364445254655,1.350829844031541,2
0.6275886297269181,-0.5815683001834016,0.7958698378969612,0.40856678089655696,2
0.36890187959274523,-1.0745993367567912,1.0906364445254655,0.27395777187727344,2
2.438395880666127,-0.08853726361001092,1.3854030511539697,1.485438853050824,2
0.6275886297269181,0.8975248095367693,1.0906364445254655,1.6200478620701075,2
0.756932004794005,0.15797825467668442,1.0316831231997647,0.8123938079544072,2
0.23955850452565938,-0.08853726361001092,0.6190098739198588,0.8123938079544072,2
1.4036488801294367,0.15797825467668442,0.9727298018740642,1.2162208350122574,2
1.1449621299952637,0.15797825467668442,1.0906364445254655,1.6200478620701075,2
1.4036488801294367,0.15797825467668442,0.7958698378969612,1.485438853050824,2
-0.019128245608513457,-0.8280838184700958,0.7958698378969612,0.9470028169736905,2
1.2743055050623495,0.40449377296337974,1.2674964085025684,1.485438853050824,2
1.1449621299952637,0.651009291250074,1.1495897658511667,1.754656871089391,2
1.1449621299952637,-0.08853726361001092,0.8548231592226624,1.485438853050824,2
0.6275886297269181,-1.3211148550434864,0.7369165165712606,0.9470028169736905,2
0.886275379861091,-0.08853726361001092,0.8548231592226624,1.081611825992974,2
0.4982452546598322,0.8975248095367693,0.9727298018740642,1.485438853050824,2
0.11021512945857354,-0.08853726361001092,0.7958698378969612,0.8123938079544072,2
